# x	y_0	y_1	y_2	y_3	y_4	y_5	y_6	y_7
1.277000	0.004698	0.004488	0.810259	0.000309	1.000003	0.000021	0.384707	0.000231
1.278000	0.004703	0.004493	0.810260	0.000309	1.000003	0.000021	0.384707	0.000231
1.279000	0.004707	0.004497	0.810260	0.000309	1.000003	0.000021	0.384708	0.000232
1.280000	0.004712	0.004501	0.810260	0.000309	1.000003	0.000021	0.384708	0.000232
1.281000	0.004716	0.004506	0.810261	0.000309	1.000003	0.000021	0.384708	0.000232
1.282000	0.004721	0.004510	0.810261	0.000310	1.000003	0.000021	0.384708	0.000233
1.283000	0.004725	0.004514	0.810261	0.000310	1.000003	0.000021	0.384708	0.000233
1.284000	0.004730	0.004519	0.810262	0.000310	1.000003	0.000021	0.384709	0.000233
1.285000	0.004734	0.004523	0.810262	0.000310	1.000003	0.000021	0.384709	0.000234
1.286000	0.004739	0.004527	0.810262	0.000311	1.000003	0.000021	0.384709	0.000234
1.287000	0.004743	0.004531	0.810263	0.000311	1.000003	0.000021	0.384709	0.000235
1.288000	0.004748	0.004536	0.810263	0.000311	1.000004	0.000021	0.384710	0.000235
1.289000	0.004752	0.004540	0.810263	0.000311	1.000004	0.000021	0.384710	0.000235
1.290000	0.004757	0.004545	0.810264	0.000312	1.000004	0.000022	0.384710	0.000236
1.291000	0.004762	0.004549	0.810264	0.000312	1.000004	0.000022	0.384710	0.000236
1.292000	0.004766	0.004553	0.810264	0.000312	1.000004	0.000022	0.384711	0.000236
1.293000	0.004771	0.004558	0.810264	0.000312	1.000004	0.000022	0.384711	0.000237
1.294000	0.004775	0.004562	0.810265	0.000313	1.000004	0.000022	0.384711	0.000237
1.295000	0.004780	0.004566	0.810265	0.000313	1.000004	0.000022	0.384711	0.000237
1.296000	0.004784	0.004571	0.810265	0.000313	1.000004	0.000022	0.384712	0.000238
1.297000	0.004789	0.004575	0.810266	0.000313	1.000004	0.000022	0.384712	0.000238
1.298000	0.004794	0.004579	0.810266	0.000314	1.000004	0.000022	0.384712	0.000238
1.299000	0.004798	0.004584	0.810266	0.000314	1.000004	0.000022	0.384712	0.000239
1.300000	0.004803	0.004588	0.810267	0.000314	1.000004	0.000022	0.384712	0.000239
1.301000	0.004807	0.004593	0.810267	0.000314	1.000004	0.000022	0.384713	0.000239
1.302000	0.004812	0.004597	0.810267	0.000315	1.000004	0.000022	0.384713	0.000240
1.303000	0.004816	0.004601	0.810268	0.000315	1.000004	0.000022	0.384713	0.000240
1.304000	0.004821	0.004606	0.810268	0.000315	1.000004	0.000022	0.384713	0.000241
